chapter no.	sentence index	character index	character	word segmentation index	aligned English word  index from character projection	aligned English word index from word projection	1st negation cue	1st negation scope	1st negation event	2nd negation cue	2nd negation scope	2nd negation event	3rd negation cue	3rd negation scope	3rd negation event	4th negation cue	4th negation scope	4th negation event	5th negation cue	5th negation scope	5th negation event
wisteria02	49	40	。	28	31	31	***														
																					
wisteria02	50	0	桌	0	1	1	***														
wisteria02	50	1	上	0	0	1	***														
wisteria02	50	2	堆	1	3		***														
wisteria02	50	3	满	1	10		***														
wisteria02	50	4	了	2	2	2	***														
wisteria02	50	5	装	3		4	***														
wisteria02	50	6	有	3		4	***														
wisteria02	50	7	剩	4	5	3~~~5	***														
wisteria02	50	8	菜	4	6	3~~~5	***														
wisteria02	50	9	的	5	4		***														
wisteria02	50	10	盘	6		6	***														
wisteria02	50	11	子	6	9	6	***														
wisteria02	50	12	和	7	7	7	***														
wisteria02	50	13	用	8	8	8	***														
wisteria02	50	14	脏	9	8	8	***														
wisteria02	50	15	了	9		8	***														
wisteria02	50	16	的	10			***														
wisteria02	50	17	餐	11			***														
wisteria02	50	18	具	11			***														
wisteria02	50	19	，	12	11	11	***														
wisteria02	50	20	还	13		10	***														
wisteria02	50	21	有	13		10	***														
wisteria02	50	22	昨	14	15	15	***														
wisteria02	50	23	天	14		15	***														
wisteria02	50	24	晚	15		17	***														
wisteria02	50	25	餐	15		17	***														
wisteria02	50	26	留	16		12	***														
wisteria02	50	27	下	16		12	***														
wisteria02	50	28	的	17		13	***														
wisteria02	50	29	残	18	12	16	***														
wisteria02	50	30	菜	18		16	***														
wisteria02	50	31	剩	19			***														
wisteria02	50	32	饭	19	16~~~17		***														
wisteria02	50	33	。	20	18	18	***														
																					
wisteria02	51	0	”	0	0	0	***														
wisteria02	51	1	看	1	1	1	***														
wisteria02	51	2	这	2	3	1	***														
wisteria02	51	3	儿	2	4	1	***														
wisteria02	51	4	，	3	4	2	***														
wisteria02	51	5	”	4	5		***														
wisteria02	51	6	贝	5	7	7	***														
wisteria02	51	7	尼	5	7	7	***														
wisteria02	51	8	斯	5	7	7	***														
wisteria02	51	9	说	6	6	6	***														
wisteria02	51	10	。	7	8	8	***														
wisteria02	51	11	“	8			***														
wisteria02	51	12	你	9			***														
wisteria02	51	13	看	10			***														
wisteria02	51	14	这	11		3	***														
wisteria02	51	15	是	12		4	***														
wisteria02	51	16	什	13			***														
wisteria02	51	17	么	13			***														
wisteria02	51	18	？	14			***														
wisteria02	51	19	”	15		5	***														
																					
wisteria02	52	0	他	0	9	9~~~12	***														
wisteria02	52	1	举	1	10	10~~~11	***														
wisteria02	52	2	起	1	11	10~~~11	***														
wisteria02	52	3	蜡	2	13	7~~~8~~~13	***														
wisteria02	52	4	烛	2	13	7~~~8~~~13	***														
wisteria02	52	5	，	3	4	4~~~5~~~6	***														
wisteria02	52	6	照	4			***														
wisteria02	52	7	着	4			***														
wisteria02	52	8	橱	5			***														
wisteria02	52	9	柜	5			***														
wisteria02	52	10	背	6	22	22	***														
wisteria02	52	11	后	6	22	22	***														
wisteria02	52	12	的	7		14	***														
wisteria02	52	13	一	8	15	15	***														
wisteria02	52	14	件	9	3	19	***														
wisteria02	52	15	特	10	16	16	***														
wisteria02	52	16	别	10	16	16	***														
wisteria02	52	17	的	11	20	23~~~24	***														
wisteria02	52	18	东	12	8	25~~~26	***														
wisteria02	52	19	西	12	25	25~~~26	***														
wisteria02	52	20	。	13	26	26	***														
																					
wisteria02	53	0	这	0	0~~~1~~~2	0~~~1	***														
wisteria02	53	1	件	1		19	***														
wisteria02	53	2	东	2		2	***														
wisteria02	53	3	西	2		2	***														
wisteria02	53	4	已	3		18	***														
wisteria02	53	5	揉	4	5	5	***														
wisteria02	53	6	皱	4	3	5	***														
wisteria02	53	7	干	5		5~~~7	***														
wisteria02	53	8	瘪	5	7	5~~~7	***														
wisteria02	53	9	，	6		6~~~8	***														
wisteria02	53	10	很	7	10	10	***														
wisteria02	53	11	难	8	11	11	***														
wisteria02	53	12	说	9	13	13	***														
wisteria02	53	13	它	10	9	15	***														
wisteria02	53	14	是	11			***														
wisteria02	53	15	个	12	20	20	***														
wisteria02	53	16	什	13	14	14	***														
wisteria02	53	17	么	13	14~~~17~~~18	14	***														
wisteria02	53	18	。	14	19		***														
wisteria02	53	19	只	15	22	22	***														
wisteria02	53	20	能	16	16	21	***														
wisteria02	53	21	说	17	23~~~24	23~~~24	***														
wisteria02	53	22	它	18	25	25	***														
wisteria02	53	23	是	19	26	26	***														
wisteria02	53	24	黑	20	27	27	***														
wisteria02	53	25	色	20	27	27	***														
wisteria02	53	26	的	21			***														
wisteria02	53	27	，	22	28	31	***														
wisteria02	53	28	皮	23		29	***														
wisteria02	53	29	做	24			***														
wisteria02	53	30	的	25	29	30	***														
wisteria02	53	31	，	26	31	33	***														
wisteria02	53	32	形	27			***														
wisteria02	53	33	状	27			***														
wisteria02	53	34	有	28	33~~~34~~~36	34~~~35	***														
wisteria02	53	35	点	28	35	34~~~35	***														
wisteria02	53	36	象	29		37~~~39	***														
wisteria02	53	37	个	29	37	37~~~39	***														
wisteria02	53	38	矮	30	38~~~39	38	***														
wisteria02	53	39	小	30	39	38	***														
wisteria02	53	40	的	31			***														
wisteria02	53	41	人	32	40~~~41	40~~~41	***														
wisteria02	53	42	。	33	42	42	***														
																					
wisteria02	54	0	我	0	4	4	***														
wisteria02	54	1	查	1	5	5	***														
wisteria02	54	2	看	1		5	***														
wisteria02	54	3	的	2		3	***														
wisteria02	54	4	时	3	0	2	***														
wisteria02	54	5	候	3	2	2	***														
wisteria02	54	6	，	4	6	6	***														
wisteria02	54	7	起	5		0~~~1	***														
wisteria02	54	8	初	5	1	0~~~1	***														
wisteria02	54	9	以	6	3	9~~~10	***														
wisteria02	54	10	为	6	9	9~~~10	***														
wisteria02	54	11	是	7	10~~~11~~~12	12	***														
wisteria02	54	12	个	8	13	7	***														
wisteria02	54	13	经	9		11	***														
wisteria02	54	14	过	9		11	***														
wisteria02	54	15	干	10	7		***														
wisteria02	54	16	燥	10	7		***														
wisteria02	54	17	处	11			***														
wisteria02	54	18	理	11			***														
wisteria02	54	19	的	12	14		***														
wisteria02	54	20	黑	13	15	14~~~15	***														
wisteria02	54	21	种	13	13	14~~~15	***														
wisteria02	54	22	小	14	17	16	***														
wisteria02	54	23	孩	14	16	16	***														
wisteria02	54	24	；	15		18	***														
wisteria02	54	25	再	16		17	***														
wisteria02	54	26	一	16		17	***														
wisteria02	54	27	看	16	21	17	***														
wisteria02	54	28	，	17	20	20	***														
wisteria02	54	29	又	18	19	19	***														
wisteria02	54	30	象	19		24	***														
wisteria02	54	31	个	19	22~~~23	24	***														
wisteria02	54	32	扭	19	24	24	***														
wisteria02	54	33	变	20			***														
wisteria02	54	34	了	21		22~~~23~~~25	***														
wisteria02	54	35	形	22		26	***														
wisteria02	54	36	的	22	25	26	***														
wisteria02	54	37	古	23	26	27~~~28	***														
wisteria02	54	38	猴	23	27	27~~~28	***														
wisteria02	54	39	。	24	28	28	***														
																					
wisteria02	55	0	究	0		5	***														
wisteria02	55	1	竟	0		5	***														
wisteria02	55	2	是	1	2	2	***														
wisteria02	55	3	动	2	11		***														
wisteria02	55	4	物	2	11		***														
wisteria02	55	5	还	3			***														
wisteria02	55	6	是	3	4		***														
wisteria02	55	7	人	4	13	3	***														
wisteria02	55	8	，	5	6	6~~~7	***														
wisteria02	55	9	我	6	1	1	***														
wisteria02	55	10	最	7	0	0	***														
wisteria02	55	11	后	7	0	0	***														
wisteria02	55	12	还	8	8	8~~~10~~~12	***														
wisteria02	55	13	是	8	8~~~9~~~10	8~~~10~~~12	***														
wisteria02	55	14	莫	9		9~~~11	***														
wisteria02	55	15	名	9	3	9~~~11	***														
wisteria02	55	16	片	9	14	9~~~11	***														
wisteria02	55	17	妙	10	14	13~~~14	***														
wisteria02	55	18	。	11	14	14	***														
																					
wisteria02	56	0	它	0	12	12	***														
wisteria02	56	1	身	1			***														
wisteria02	56	2	体	1			***														
wisteria02	56	3	中	2	10	10	***														
wisteria02	56	4	部	2	3	10	***														
wisteria02	56	5	挂	3			***														
wisteria02	56	6	着	4	6	6	***														
wisteria02	56	7	两	5	1	7	***														
wisteria02	56	8	串	6	7	7~~~8	***														
wisteria02	56	9	白	7	4	4	***														
wisteria02	56	10	色	7	4	4	***														
wisteria02	56	11	贝	8	5	5	***														
wisteria02	56	12	壳	8	5	5	***														
wisteria02	56	13	。	9	13	13	***														
																					
wisteria02	57	0	”	0	9	9	***														
wisteria02	57	1	确	1	7	7	***														
wisteria02	57	2	实	1	7	7	***														
wisteria02	57	3	是	2	17	7	***														
wisteria02	57	4	很	3	1	4	***														
wisteria02	57	5	有	4	1	5	***														
wisteria02	57	6	趣	4	2~~~5	5	***														
wisteria02	57	7	—	5	3~~~6	6	***														
wisteria02	57	8	—	5	11	6	***														
wisteria02	57	9	很	6	10	10	***														
wisteria02	57	10	有	7	14	13	***														
wisteria02	57	11	趣	7		13	***														
wisteria02	57	12	！	8	8	8	***														
wisteria02	57	13	”	9	9	9	***														
																					
wisteria02	58	0	福	0		0	***														
wisteria02	58	1	尔	0		0	***														
wisteria02	58	2	摩	0		0	***														
wisteria02	58	3	斯	0		0	***														
wisteria02	58	4	说	1		0	***														
wisteria02	58	5	，	2			***														
wisteria02	58	6	并	3			***														
wisteria02	58	7	注	4	1	1	***														
wisteria02	58	8	视	4	1	1	***														
wisteria02	58	9	着	5	2~~~3	1	***														
wisteria02	58	10	这	6	1	1	***														
wisteria02	58	11	件	7	0	2	***														
wisteria02	58	12	邪	8	1	3	***														
wisteria02	58	13	恶	8		3	***														
wisteria02	58	14	的	9			***														
wisteria02	58	15	古	10		3	***														
wisteria02	58	16	物	10		3	***														
wisteria02	58	17	。	11	4	4	***														
wisteria02	58	18	”	12	4	4	***														
																					
wisteria02	59	0	还	0	0	0	***														
wisteria02	59	1	有	0		0	***														
wisteria02	59	2	什	1		2	***														
wisteria02	59	3	么	1		2	***														
wisteria02	59	4	没	2	12	1	***														
wisteria02	59	5	有	2		1	***														
wisteria02	59	6	？	3	2	2	***														
wisteria02	59	7	”	4	2~~~3	2~~~3	***														
wisteria02	59	8	贝	5	2	2	***														
wisteria02	59	9	尼	5	2	2	***														
wisteria02	59	10	斯	5	2~~~4	2	***														
wisteria02	59	11	一	6	5~~~6	8	***														
wisteria02	59	12	声	6	1	8	***														
wisteria02	59	13	不	6		8	***														
wisteria02	59	14	响	6		8	***														
wisteria02	59	15	，	7	7	6~~~7~~~9	***														
wisteria02	59	16	把	8	13		***														
wisteria02	59	17	我	9			***														
wisteria02	59	18	们	9			***														
wisteria02	59	19	带	10			***														
wisteria02	59	20	到	10			***														
wisteria02	59	21	洗	11	8	11~~~12~~~13	***														
wisteria02	59	22	涤	11	8	11~~~12~~~13	***														
wisteria02	59	23	槽	11	8	11~~~12~~~13	***														
wisteria02	59	24	前	12	11	13	***														
wisteria02	59	25	面	12		13	***														
wisteria02	59	26	。	13	14	14	***														
																					
wisteria02	60	0	他	0	7		***														
wisteria02	60	1	把	1	0	0	***														
wisteria02	60	2	蜡	2			***														
wisteria02	60	3	烛	2			***														
wisteria02	60	4	朝	3		1	***														
wisteria02	60	5	前	3		1	***														
wisteria02	60	6	一	4			***														
wisteria02	60	7	照	5	15		***														
wisteria02	60	8	，	6		6	***														
wisteria02	60	9	只	7			***														
wisteria02	60	10	见	8			***														
wisteria02	60	11	某	9	5	5	***														
wisteria02	60	12	种	10	9	9	***														
wisteria02	60	13	白	11	8	8	***														
wisteria02	60	14	色	11	8	8	***														
wisteria02	60	15	大	12	6	7~~~10	***														
wisteria02	60	16	鸟	12	9	7~~~10	***														
wisteria02	60	17	的	13			***														
wisteria02	60	18	翅	14		9	***														
wisteria02	60	19	膀	14		9	***														
wisteria02	60	20	和	15	2	2	***														
wisteria02	60	21	躯	16	1~~~3	3	***														
wisteria02	60	22	体	16	1	3	***														
wisteria02	60	23	被	17	11~~~12	11~~~12	***														
wisteria02	60	24	撕	18	11		***														
wisteria02	60	25	得	18	10		***														
wisteria02	60	26	七	19			***														
wisteria02	60	27	零	19	14		***														
wisteria02	60	28	八	19			***														
wisteria02	60	29	落	19			***														
wisteria02	60	30	，	20		15	***														
wisteria02	60	31	上	21	19	20	***														
wisteria02	60	32	面	21		20	***														
wisteria02	60	33	还	22	18		***														
wisteria02	60	34	留	23	18		***														
wisteria02	60	35	着	24	20~~~21~~~22	18	***														
wisteria02	60	36	羽	25	17	17	***														
wisteria02	60	37	毛	25	17	17	***														
wisteria02	60	38	，	26	23	23~~~25	***														
wisteria02	60	39	盛	27		22	***														
wisteria02	60	40	满	28		24	***														
wisteria02	60	41	一	29			***														
wisteria02	60	42	盆	30			***														
wisteria02	60	43	。	31	26	26	***														
																					
wisteria02	61	0	福	0	0	0	***														
wisteria02	61	1	尔	0	0	0	***														
wisteria02	61	2	摩	0	0	0	***														
wisteria02	61	3	斯	0	0	0	***														
wisteria02	61	4	指	1	1	1	***														
wisteria02	61	5	了	2	2	3	***														
wisteria02	61	6	指	3	1	4	***														
wisteria02	61	7	割	3	4	4	***														
wisteria02	61	8	下	4	3	4	***														
wisteria02	61	9	来	4	4	4	***														
wisteria02	61	10	的	5	5	3	***														
wisteria02	61	11	那	6		4	***														
wisteria02	61	12	只	7		4	***														
wisteria02	61	13	鸟	8		4	***														
wisteria02	61	14	头	9	8	5	***														
wisteria02	61	15	上	9		5	***														
wisteria02	61	16	的	10	6	6	***														
wisteria02	61	17	垂	11	9	7~~~8~~~9	***														
wisteria02	61	18	肉	11	9	7~~~8~~~9	***														
wisteria02	61	19	。	12	9	9	***														
																					
wisteria02	62	0	”	0	0	5	***														
wisteria02	62	1	一	1	1	4	***														
wisteria02	62	2	只	2		3	***														
wisteria02	62	3	白	3	2	2	***														
wisteria02	62	4	公	4	3	3	***														
wisteria02	62	5	鸡	4	3	3	***														
wisteria02	62	6	，	5	4	4	***														
wisteria02	62	7	”	6	5~~~8	5~~~8	***														
wisteria02	62	8	他	7	7	7	***														
wisteria02	62	9	说	8	6	6	***														
wisteria02	62	10	。	9			***														
																					
wisteria02	63	0	“	0	0	0	***														
wisteria02	63	1	太	1		0	***														
wisteria02	63	2	有	2	1	1~~~2	***														
wisteria02	63	3	趣	2	2	1~~~2	***														
wisteria02	63	4	了	3	3	3	***														
wisteria02	63	5	！	4	3	3	***														
																					
wisteria02	64	0	这	0	0	0	***														
wisteria02	64	1	真	1	2	2	***														
wisteria02	64	2	是	2	1	1	***														
wisteria02	64	3	一	3	3	3	***														
wisteria02	64	4	件	4			***														
wisteria02	64	5	非	5	4	4	***														
wisteria02	64	6	常	5	4	4	***														
wisteria02	64	7	离	6		5	***														
wisteria02	64	8	奇	6	5	5	***														
wisteria02	64	9	的	7			***														
wisteria02	64	10	案	8	6	6	***														
wisteria02	64	11	子	8	6	6	***														
wisteria02	64	12	。	9	7	7	***														
wisteria02	64	13	”	10	8	8	***														
																					
wisteria02	65	0	但	0	0	0	_	_	_												
wisteria02	65	1	是	0	0	0	_	_	_												
wisteria02	65	2	，	1	3	3	_	_	_												
wisteria02	65	3	贝	2	2	2	_	_	_												
wisteria02	65	4	尼	2	2	2	_	_	_												
wisteria02	65	5	斯	2	2	2	_	_	_												
wisteria02	65	6	先	3	1	1	_	_	_												
wisteria02	65	7	生	3	1	1	_	_	_												
wisteria02	65	8	把	4	4	2~~~4	_	_	_												
wisteria02	65	9	他	5	5	5	_	_	_												
wisteria02	65	10	那	6			_	_	_												
wisteria02	65	11	最	7	6	6	_	最	_												
wisteria02	65	12	不	8			不	_	_												
wisteria02	65	13	吉	9		7	_	吉	吉												
wisteria02	65	14	利	9		7	_	利	利												
wisteria02	65	15	的	10	7	9	_	的	_												
wisteria02	65	16	展	11	8	8	_	展	_												
wisteria02	65	17	览	11	8	8	_	览	_												
wisteria02	65	18	一	12	9		_	_	_												
wisteria02	65	19	直	12			_	_	_												
wisteria02	65	20	坚	13			_	_	_												
wisteria02	65	21	持	13	10		_	_	_												
wisteria02	65	22	到	14		10	_	_	_												
wisteria02	65	23	最	15	11	11	_	_	_												
wisteria02	65	24	后	15	11	11	_	_	_												
wisteria02	65	25	。	16	12	12	_	_	_												
																					
wisteria02	66	0	他	0	4	4~~~5	***														
wisteria02	66	1	从	1	0	0	***														
wisteria02	66	2	洗	2	3	3	***														
wisteria02	66	3	涤	2	3	3	***														
wisteria02	66	4	槽	2	3	3	***														
wisteria02	66	5	下	3	1	1	***														
wisteria02	66	6	面	3		1	***														
wisteria02	66	7	拿	4			***														
wisteria02	66	8	出	4	5		***														
wisteria02	66	9	一	5	8	6	***														
wisteria02	66	10	个	6	8	6	***														
wisteria02	66	11	铝	7	7	7~~~8	***														
wisteria02	66	12	桶	7	8	7~~~8	***														
wisteria02	66	13	，	8	9	9	***														
wisteria02	66	14	桶	9	8	8	***														
wisteria02	66	15	里	10			***														
wisteria02	66	16	满	11		11	***														
wisteria02	66	17	装	12	12	10~~~12	***														
wisteria02	66	18	着	13	15	11~~~13	***														
wisteria02	66	19	血	14	14	14	***														
wisteria02	66	20	。	15	15	15	***														
																					
wisteria02	67	0	他	0	4	4	***														
wisteria02	67	1	又	1	0	0	***														
wisteria02	67	2	从	2	1	1	***														
wisteria02	67	3	桌	3	3	3	***														
wisteria02	67	4	上	3	2	3	***														
wisteria02	67	5	取	4	17	7	***														
wisteria02	67	6	来	4		7	***														
wisteria02	67	7	一	5	6	6	***														
wisteria02	67	8	个	6	6		***														
wisteria02	67	9	盘	7	7	7	***														
wisteria02	67	10	子	7	7	7	***														
wisteria02	67	11	，	8	8		***														
wisteria02	67	12	上	9		9	***														
wisteria02	67	13	面	9	10	9	***														
wisteria02	67	14	放	10		8	***														
wisteria02	67	15	着	10	9	8	***														
wisteria02	67	16	烧	11		13	***														
wisteria02	67	17	焦	11	13	13	***														
wisteria02	67	18	了	12	5	11	***														
wisteria02	67	19	的	13	12	12	***														
wisteria02	67	20	碎	14	11~~~13	13	***														
wisteria02	67	21	骨	15	14	14	***														
wisteria02	67	22	头	15	14	14	***														
wisteria02	67	23	。	16	15	15	***														
wisteria02	67	24	”	17	16	16	***														
wisteria02	67	25	杀	18	20	20	***														
wisteria02	67	26	死	18	20	20	***														
wisteria02	67	27	了	19	18~~~19	18~~~19	***														
wisteria02	67	28	一	20		17	***														
wisteria02	67	29	些	20		17	***														
wisteria02	67	30	东	21	22	22	***														
wisteria02	67	31	西	21	22	22	***														
wisteria02	67	32	，	22	21	21	***														
wisteria02	67	33	又	23			***														
wisteria02	67	34	烧	24	25	25	***														
wisteria02	67	35	了	25	23~~~24	23~~~24	***														
wisteria02	67	36	一	26		22	***														
wisteria02	67	37	些	26		22	***														
wisteria02	67	38	东	27		22	***														
wisteria02	67	39	西	27		22	***														
wisteria02	67	40	。	28	26	26	***														
																					
wisteria02	68	0	这	0	3	3	***														
wisteria02	68	1	些	0	3	3	***														
wisteria02	68	2	都	1	1~~~2	2	***														
wisteria02	68	3	是	2	6		***														
wisteria02	68	4	我	3	0	0	***														
wisteria02	68	5	们	3	0	0	***														
wisteria02	68	6	从	4	4	4	***														
wisteria02	68	7	火	5	7	7	***														
wisteria02	68	8	里	5	8	7	***														
wisteria02	68	9	收	6	5	5	***														
wisteria02	68	10	集	6		5	***														
wisteria02	68	11	起	7			***														
wisteria02	68	12	来	7			***														
wisteria02	68	13	的	8		6	***														
wisteria02	68	14	。	9	8	8	***														
																					
wisteria02	69	0	今	0		6	***														
wisteria02	69	1	天	0		6	***														
wisteria02	69	2	早	1	1	6	***														
wisteria02	69	3	上	1		6	***														
wisteria02	69	4	我	2	0	7	***														
wisteria02	69	5	请	3		3	***														
wisteria02	69	6	来	3		3	***														
wisteria02	69	7	一	4	2~~~4~~~5	4~~~5	***														
wisteria02	69	8	位	5	3		***														
wisteria02	69	9	医	6	3	3	***														
wisteria02	69	10	生	6	3~~~6	3	***														
wisteria02	69	11	。	7	7	7	***														
																					
wisteria02	70	0	医	0		0	_	_	_												
wisteria02	70	1	生	0	2	0	_	_	_												
wisteria02	70	2	说	1	0~~~1	1~~~2	_	_	_												
wisteria02	70	3	这	2	2	3	_	这	_												
wisteria02	70	4	些	2	3	3	_	些	_												
wisteria02	70	5	不	3	5	5	不	_	_												
wisteria02	70	6	是	4	4	4	_	是	_												
wisteria02	70	7	人	5	6	6	_	人	_												
wisteria02	70	8	体	5		6	_	体	_												
wisteria02	70	9	上	6			_	上	_												
wisteria02	70	10	的	7			_	的	_												
wisteria02	70	11	东	8	8	7	_	东	东												
wisteria02	70	12	西	8	7	7	_	西	西												
wisteria02	70	13	。	9	7	7	_	_	_												
wisteria02	70	14	”	10	8	8	_	_	_												
																					
wisteria02	71	0	福	0	0	0	***														
wisteria02	71	1	尔	0	0	0	***														
wisteria02	71	2	摩	0	0	0	***														
wisteria02	71	3	斯	0	0	0	***														
wisteria02	71	4	微	1	1~~~2	1	***														
wisteria02	71	5	笑	1	1	1	***														
wisteria02	71	6	着	2	1	1~~~2	***														
wisteria02	71	7	搓	3	3~~~4	3~~~4	***														
wisteria02	71	8	着	4		3	***														
wisteria02	71	9	两	5		3	***														
wisteria02	71	10	手	6	5	5~~~6	***														
wisteria02	71	11	。	7	6	6	***														
																					
wisteria02	72	0	”	0	0	0	_	_	_												
wisteria02	72	1	我	1	1	1	_	_	_												
wisteria02	72	2	得	2	2	2	_	_	_												
wisteria02	72	3	恭	3	3	3	_	_	_												
wisteria02	72	4	贺	3	3	3	_	_	_												
wisteria02	72	5	你	4	4	4	_	_	_												
wisteria02	72	6	，	5	5		_	_	_												
wisteria02	72	7	警	6	6	5~~~6~~~7	_	_	_												
wisteria02	72	8	长	6	6	5~~~6~~~7	_	_	_												
wisteria02	72	9	，	7	5	5	_	_	_												
wisteria02	72	10	你	8	4	4	_	_	_												
wisteria02	72	11	处	9	9	9	_	_	_												
wisteria02	72	12	理	9	9	9	_	_	_												
wisteria02	72	13	了	10	7	8	_	_	_												
wisteria02	72	14	一	11		7	_	一	_												
wisteria02	72	15	件	12		7	_	件	_												
wisteria02	72	16	如	13		10	_	_	_												
wisteria02	72	17	此	13	10	10	_	_	_												
wisteria02	72	18	不	14	11	11	不	_	_												
wisteria02	72	19	同	14	11	11	_	同	同												
wisteria02	72	20	一	15			_	一	_												
wisteria02	72	21	般	15			_	般	_												
wisteria02	72	22	、	16	12	12	_	_	_												
wisteria02	72	23	如	17			_	_	_												
wisteria02	72	24	此	17			_	_	_												
wisteria02	72	25	富	18		13~~~14	_	_	_												
wisteria02	72	26	于	18	8	13~~~14	_	_	_												
wisteria02	72	27	教	19	13	13	_	_	_												
wisteria02	72	28	益	19	13	13	_	_	_												
wisteria02	72	29	的	20	14	14	_	的	_												
wisteria02	72	30	案	21	15	15	_	案	_												
wisteria02	72	31	件	21	15	15	_	件	_												
wisteria02	72	32	。	22	16	16	_	_	_												
																					
wisteria02	73	0	你	0	0	0~~~2	_	_	_												
wisteria02	73	1	的	1		1	_	_	_												
wisteria02	73	2	才	2	1	3	_	_	_												
wisteria02	73	3	能	2	5	3	_	_	_												
wisteria02	73	4	似	3	11	11	_	_	_												
wisteria02	73	5	乎	3	11	11	_	_	_												
wisteria02	73	6	胜	4	12		_	_	_												
wisteria02	73	7	过	4			_	_	_												
wisteria02	73	8	你	5	14	14	_	_	_												
wisteria02	73	9	的	6			_	_	_												
wisteria02	73	10	机	7	15	15	_	_	_												
wisteria02	73	11	会	7		15	_	_	_												
wisteria02	73	12	，	8	10		_	_	_												
wisteria02	73	13	如	9	3	3~~~5	_	_	_												
wisteria02	73	14	果	9		3~~~5	_	_	_												
wisteria02	73	15	我	10	4	4	_	我	_												
wisteria02	73	16	这	11	7	7	_	这	_												
wisteria02	73	17	样	11	7	7	_	样	_												
wisteria02	73	18	说	12	6	6	_	说	_												
wisteria02	73	19	不	13	8	7~~~8	不	_	_												
wisteria02	73	20	致	13	13	7~~~8	_	致	_												
wisteria02	73	21	于	13		7~~~8	_	于	_												
wisteria02	73	22	有	14		13	_	有	_												
wisteria02	73	23	所	14		13	_	所	_												
wisteria02	73	24	冒	15	9	9	_	冒	_												
wisteria02	73	25	犯	15	9	9	_	犯	_												
wisteria02	73	26	的	16			_	_	_												
wisteria02	73	27	话	16			_	_	_												
wisteria02	73	28	。	17	16	16	_	_	_												
wisteria02	73	29	”	18	17	17	_	_	_												
																					
wisteria02	74	0	贝	0	1	0~~~1~~~2	***														
wisteria02	74	1	尼	0	1	0~~~1~~~2	***														
wisteria02	74	2	斯	0	1	0~~~1~~~2	***														
wisteria02	74	3	警	1	0~~~1	1	***														
wisteria02	74	4	长	1	1	1	***														
wisteria02	74	5	的	2			***														
wisteria02	74	6	两	3		1	***														
wisteria02	74	7	只	4	2	2	***														
wisteria02	74	8	小	5	3	3	***														
wisteria02	74	9	眼	6	2	4	***														
wisteria02	74	10	睛	6	4~~~5	4	***														
wisteria02	74	11	露	7	5	5~~~6	***														
wisteria02	74	12	出	7	5	5~~~6	***														
wisteria02	74	13	高	8	7	7	***														
wisteria02	74	14	兴	8	6~~~7	7	***														
wisteria02	74	15	的	9	6	6	***														
wisteria02	74	16	神	10		5	***														
wisteria02	74	17	色	10		5	***														
wisteria02	74	18	。	11	8	8	***														
																					
wisteria02	75	0	”	0	0~~~2	0	***														
wisteria02	75	1	你	1	1	1	***														
wisteria02	75	2	说	2	0	2	***														
wisteria02	75	3	得	3	3	2~~~3	***														
wisteria02	75	4	对	3		2~~~3	***														
wisteria02	75	5	，	4	4	4	***														
wisteria02	75	6	福	5	6	6~~~7	***														
wisteria02	75	7	尔	5	6	6~~~7	***														
wisteria02	75	8	摩	5	6	6~~~7	***														
wisteria02	75	9	斯	5	6	6~~~7	***														
wisteria02	75	10	先	6	5	5	***														
wisteria02	75	11	生	6	5	5	***														
wisteria02	75	12	。	7	7		***														
																					
wisteria02	76	0	我	0	0	0	_	我	_												
wisteria02	76	1	们	0	0	0	_	们	_												
wisteria02	76	2	在	1	2	2	_	在	_												
wisteria02	76	3	工	2	3	2	_	工	_												
wisteria02	76	4	作	2	3	2	_	作	_												
wisteria02	76	5	上	3	2	3	_	上	_												
wisteria02	76	6	停	4	1	1~~~4	_	_	_												
wisteria02	76	7	滞	4	1	1~~~4	_	_	_												
wisteria02	76	8	不	4	1	1~~~4	不	_	_												
wisteria02	76	9	前	4	1	1~~~4	_	前	前												
wisteria02	76	10	。	5	5	5	_	_	_												
																					
wisteria02	77	0	象	0		0	***														
wisteria02	77	1	这	1	3	3~~~4	***														
wisteria02	77	2	样	1	4	3~~~4	***														
wisteria02	77	3	的	2	2	2	***														
wisteria02	77	4	案	3	1	1	***														
wisteria02	77	5	件	3	1	1	***														
wisteria02	77	6	可	4		4	***														
wisteria02	77	7	以	4		4	***														
wisteria02	77	8	给	5	5	5	***														
wisteria02	77	9	人	6	6~~~7	5~~~6~~~7	***														
wisteria02	77	10	们	6		5~~~6~~~7	***														
wisteria02	77	11	带	7		5~~~8	***														
wisteria02	77	12	来	7	8~~~10	5~~~8	***														
wisteria02	77	13	机	8	9	9	***														
wisteria02	77	14	会	8	9	9	***														
wisteria02	77	15	。	9		11	***														
wisteria02	77	16	我	10	12	10~~~12	***														
wisteria02	77	17	希	11	13	13	***														
wisteria02	77	18	望	11	13~~~14	13	***														
wisteria02	77	19	我	12	15	12~~~15~~~16	***														
wisteria02	77	20	能	13		13~~~14	***														
wisteria02	77	21	利	14		17	***														
wisteria02	77	22	用	14	16	17	***														
wisteria02	77	23	这	15	18	18	***														
wisteria02	77	24	种	16		19	***														
wisteria02	77	25	机	17	17		***														
wisteria02	77	26	会	17			***														
wisteria02	77	27	。	18	19		***														
																					
wisteria02	78	0	你	0	2	2	***														
